idx,id,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,latitud,longitud,image_url,imagen_path,valido_desde,valido_hasta,cocheras
4068,18925355.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-4-ambientes--18925355,296000.0,USD,,,96.0,,96.0,,,4.0,2.0,,Frente,,-34.580154,-58.453754,https://proxy.sosiva451.com/proxy/53E82D4A440ACACC444BBCFAB60A0D7DD6CC72F459CBCA749D6ADC1A2CB131DF288101D22062060824486DD03B5B2EEAD7D2B974D3B2F2210FED8350CB020D8929B4FDEE5A6CC1670271351C292B6000C0B88E19C4CE0749DBB3887C4CF6543D4E302C458AADB4C8DDDEB8A6B8B098097D098E65C23200A35D0D951E780DE57396B46FE8BF0D54F7B8A9FBA1B0D35F441B4F99A35D60EF51B72370A156D43E2D,images/18925355.jpg,,,b''
4069,18916282.0,https://www.argenprop.com/departamento-en-venta-en-palermo-4-ambientes--18916282,358000.0,USD,500000.0,,113.0,,113.0,42.0,,4.0,2.0,,Frente,E,-34.58688,-58.41089,https://proxy.sosiva451.com/proxy/3AC52E7AD2BE3EBCF668E20AB3EA72C9F6DC9737C8B158931C743D95B9C32420EB2BF3E028B8D2BA7BCAFD525C247CB5ECBC8F9E306FBC7B77068BCF5FD9705A72BAFA0E4731DB932F3EBBC4C5E8430E30EF243CF3146BD12807CE06EB259EE071A6F0296A9FA1058B4627C010E66EE42EC79DCBA48C0CBDEC111CF7061919C3DB601E9CB72E91DDAF7033775EF9B81988E85D4F987EB9B6BFE696FA59762763,images/18916282.jpg,,,b''
4070,18925364.0,https://www.argenprop.com/departamento-en-venta-en-palermo-4-ambientes--18925364,836100.0,USD,,,133.0,,133.0,,,4.0,2.0,,Lateral,,-34.57861,-58.413975,https://proxy.sosiva451.com/proxy/C2C43A27F4F054370C1673D2091E442B2E4841207711C2C1870D2EC976C7282A858A1621A6C650711E6ED297C6E59493681A5B0D4A1DB1827FF04A4CD05FC784A8C6E9C55CE1AB539B7CB9DC35E12E7FBB80ABE8883F9B1829A805EA990F73540B5632043CF7DACB9CC9B210D284296DDAFFA9283E2721FD7BCA2AD4A5ECDA52E0084DC8E38F42488F74D1E5CD4FFC76,images/18925364.jpg,,,b''
4071,18925360.0,https://www.argenprop.com/departamento-en-venta-en-pompeya-4-ambientes--18925360,155000.0,USD,150000.0,,113.0,,158.0,40.0,,4.0,2.0,Muy Bueno,Frente,S,-34.6518,-58.41756,https://proxy.sosiva451.com/proxy/AF91ACD3F9EB9E7FE0A3EAC25AEB0639E55CF9F1B0F990F48A19614289F136562B4BB60623FE09F6E3FFAA6DED8D8B61F09ECAEBA3DB22F095A50AC4BCF14F17CF1DBF07525798BC230D7CE59C0E9E07974B06489F7268E68AA3190F567533A14F8BFFBB668508CB360160C3F619177C7C6CEDD31751D228CCC2670B8542C254B1D62F6FAE3A3CE5D78F1E04D3ED0446A119730DE182F9BA7EB2A6CC45E3447A03BB2D9A8E856BD7FD48976F7F89BE4E54B3BD5D2F5D4F7E44E941A44A1DB2B9691F4772DD053B49D52C9DCEAD175371153A2A79B656964A6BDEBA0755002CFE,images/18925360.jpg,,,b''
4072,18919885.0,https://www.argenprop.com/ph-en-venta-en-san-cristobal-3-ambientes--18919885,159000.0,USD,,,80.0,62.0,142.0,,,3.0,,Excelente,Lateral,,-34.62709,-58.39768,https://proxy.sosiva451.com/proxy/0B715B5FEDBF12B4FBA9D7E4F2239FBE56503A94F1D85BB9BEC5E0193D5EBABAA728CF4C06E73B71909B242B315FF49159D5D9B313BBB77FE1F4E31975428D3D0D1AE06E32919EB3BA40F2EBFF306D8A5D76CDAC2CF6342880593087C694FDF1,images/18919885.jpg,,,b''
4073,18703061.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--18703061,303372.0,USD,,Departamento,62.0,,84.0,,,3.0,2.0,Excelente,Frente,SO,-34.5747,-58.4873,https://proxy.sosiva451.com/proxy/E13C3DFB8E9153B13A6347982E8D3908BDC5F126251992946415CCBFF7376F2382B670C99A2DC8C8AB8FE6AB0DD9B75924C68076D3D81A6E5618742583D996A628F2326D27A09A91EBB62640C61691238A4966C7AD8595FDAA15B099E3E4D731,images/18703061.jpg,,,b''
4074,18715075.0,https://www.argenprop.com/departamento-en-venta-en-plaza-san-martin-3-ambientes--18715075,125000.0,USD,310000.0,,64.0,,64.0,34.0,,3.0,1.0,,Frente,NO,-34.59565,-58.37839,https://www.argenprop.com/static-content/57051781/008990e4-191a-4b39-bc9e-52f7339d9023_u_small.jpg,images/18715075.jpg,,,b''
4075,18130345.0,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-4-ambientes--18130345,750000.0,USD,,Departamento,150.0,,160.0,,,4.0,3.0,,Frente,,-34.57967,-58.40025,https://proxy.sosiva451.com/proxy/AE342CB13541B533EAB95713CD488B95A898B2E3E50D0BA442A2CD7C4D40B4406913E9F29012FA11E5B9226A9CCB18AD8FE894B9FACF32A5CEA0484A200EBA2B955411B1C34173C35FBFAF1381DA23FB2AF71124116F55A48790A1410DBA7E34,images/18130345.jpg,,,b''
4076,18885298.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-1-ambiente--18885298,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/89258881/9c9ec645-22e2-4f43-86f2-37e42cd7d2a5_u_small.jpg,images/18885298.jpg,,,b''
4077,18899977.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--18899977,129000.0,USD,110000.0,,41.0,,43.0,12.0,,2.0,1.0,Muy Bueno,,,-34.59679,-58.41888,https://proxy.sosiva451.com/proxy/8EBB79B4675E7DCB8D7F9E79907CC8D7FC3310240B073F83966C928F6DAEDC3B26123FCAD8FDC010C838671A9B7856BFC01DEA561A786B146F3CABF5451CDC79E3AD50D0B9DFD2FA46712FD6098A920F84069E9A1FA9E44C2DE76CE74CDED64B0D1C04F4F2FFE720FD0D73F9AB8AE859BBDE4AC708C635A131267070CFC7AA7B5E9D2DB4717AA30D03FB5DB8B3179F53C5211F15235AFA8CF697041F8448E353,images/18899977.jpg,,,b''
4078,18146943.0,https://www.argenprop.com/casa-en-venta-en-palermo-soho-5-ambientes--18146943,750000.0,USD,,Triplex,189.0,19.0,208.0,20.0,,5.0,2.0,Excelente,,NO,-34.58755,-58.43419,https://proxy.sosiva451.com/proxy/67F8128724452112AB4DDC67B9E9B1BE1785D67287E44CA92A73A86C17B62A48A454ACD796B4DCEF3C026619F6B5F329928EC27239E98CF1E86FFD23A2AA54BE5E33169F10C657794DDAB2447FC8E4743299BE15419B21B162094D1AFDDCF447,images/18146943.jpg,,,b''
4079,18921300.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-1-ambiente--18921300,65000.0,USD,73000.0,,29.0,,29.0,7.0,,1.0,1.0,,Contrafrente,N,-34.620575,-58.39653,https://proxy.sosiva451.com/proxy/681E28277FBB12AF9E54D498050215D3D0A28F2FC39F2BDE439870B933E3DF8D68FDBFB8AE34FBC9B1DC95C1CA1E9FEC148DDC8E45607F28856956C3212116A2CDE2BB2875EE19DF24783F76954E66E180BABE4B1BC6994086DC49E7833A131E0A58770FD65085236A9037BBA5773102692470D92D0849377BA06F26F4746B8D403610D227E9B5B56A968232E0FB129B,images/18921300.jpg,,,b''
4080,14707907.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--14707907,155800.0,USD,,Departamento,42.0,,44.0,,,1.0,1.0,Bueno,Contrafrente,NE,-34.59835,-58.39673,https://proxy.sosiva451.com/proxy/27342948B561C84B4DCA9B33607DC8B1D40612803F80DE7A7C4F36A71A3F263FF08FD545AC455427C62A65C9B9158BB5849560520AA0BC273AB99354A2CD006AC854305688E1849FB94445965B690F5A,images/14707907.jpg,,,b''
4081,18828895.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18828895,179900.0,USD,350000.0,,99.0,,105.0,94.0,,4.0,2.0,Muy Bueno,Interno,,-34.59466,-58.40236,https://www.argenprop.com/static-content/59882881/7a947730-01e3-4443-a7fe-65af3dc02b47_u_small.jpg,images/18828895.jpg,,,b''
4082,18536756.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--18536756,2350000.0,USD,,Departamento,237.0,30.0,267.0,,,4.0,4.0,,,,-34.5538,-58.43774,https://proxy.sosiva451.com/proxy/0F32993F69F2476846F503C39BB7FFFCDCEBDC0CED5F01D8F44750490F7784D5D00151AA5567A2EF3341DC305C5C820EB50CDBB17AB07EED6FBF094E279D737C60711304E6A4B24135AE0221D7FF9722DA420E012762EDBF67CBD5E2397A4FAB,images/18536756.jpg,,,b''
4083,18593013.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-2-ambientes--18593013,119000.0,USD,162732.0,,47.0,15.0,62.0,7.0,,2.0,1.0,,Frente,,-34.62378,-58.502426,https://www.argenprop.com/static-content/31039581/fb422c1f-bce3-4698-a604-21a77a0a3348_u_small.jpg,images/18593013.jpg,,,b''
4084,18740704.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-r-3-ambientes--18740704,295000.0,USD,,Departamento,73.0,,73.0,1.0,,3.0,2.0,Excelente,Frente,,-34.561504,-58.467564,https://www.argenprop.com/static-content/40704781/60101f92-29ce-437d-b34a-9acaf3f92b52_u_small.jpg,images/18740704.jpg,,,b''
4085,18661159.0,https://www.argenprop.com/departamento-en-venta-en-villa-pueyrredon-2-ambientes--18661159,57000.0,USD,50000.0,Departamento,35.0,,35.0,40.0,,2.0,1.0,Bueno,Lateral,,-34.59157,-58.48854,https://www.argenprop.com/static-content/95116681/d69d4783-f5de-40a1-ba83-178690ec7a3c_u_small.jpg,images/18661159.jpg,,,b''
4086,18857384.0,https://www.argenprop.com/casa-en-venta-en-coghlan-4-ambientes--18857384,480000.0,USD,,,215.0,,215.0,70.0,,4.0,2.0,Bueno,,S,-34.56089,-58.47118,https://www.argenprop.com/static-content/48375881/53900bcf-77f7-446e-928b-ed7978911f16_u_small.jpg,images/18857384.jpg,,,b''
4087,18038743.0,https://www.argenprop.com/departamento-en-venta-en-saavedra-3-ambientes--18038743,84900.0,USD,70000.0,,44.0,,44.0,50.0,,3.0,1.0,,Lateral,E,-34.552986,-58.477432,https://www.argenprop.com/static-content/34783081/6dd1fce6-cd34-4041-893d-a91a1f7eaacb_u_small.jpg,images/18038743.jpg,,,b''
4088,17833839.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--17833839,144900.0,USD,200000.0,,51.0,,51.0,40.0,,3.0,1.0,,Contrafrente,N,-34.59929,-58.397182,https://www.argenprop.com/static-content/93833871/ed153237-e5d2-4d52-bba0-d8d1b5d3fea0_u_small.jpg,images/17833839.jpg,,,b''
4089,18927867.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--18927867,145000.0,USD,,,63.0,,63.0,,,3.0,2.0,,Frente,,-34.58547,-58.47693,https://www.argenprop.com/static-content/76872981/a8f18814-5968-4f51-bdfc-e4d32c024a97_u_small.jpg,images/18927867.jpg,,,b''
4090,18927860.0,https://www.argenprop.com/departamento-en-venta-en-parque-chas-3-ambientes--18927860,145000.0,USD,,,63.0,,63.0,,,3.0,2.0,,Frente,,-34.58547,-58.47693,https://www.argenprop.com/static-content/06872981/a69ab1d7-c751-483f-b166-bbdac27a0c99_u_small.jpg,images/18927860.jpg,,,b''
4091,18740487.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-r-4-ambientes--18740487,385000.0,USD,,Departamento,96.0,,96.0,1.0,,4.0,2.0,Excelente,Frente,,-34.561504,-58.467564,https://www.argenprop.com/static-content/78404781/4afa4c20-b45e-46f9-a1df-f6642d8d66cf_u_small.jpg,images/18740487.jpg,,,b''
4092,18928254.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--18928254,110000.0,USD,270000.0,Departamento,55.0,,55.0,50.0,,3.0,1.0,Muy Bueno,Interno,,-34.56876,-58.44351,https://www.argenprop.com/static-content/45282981/7585cd3e-c468-4d92-8768-a62276b6c9d1_u_small.jpg,images/18928254.jpg,,,b''
4093,18642036.0,https://www.argenprop.com/departamento-en-venta-en-nunez-4-ambientes--18642036,505000.0,USD,200000.0,,90.0,,114.0,1.0,,4.0,2.0,,,,-34.541,-58.473,https://www.argenprop.com/static-content/63024681/53ff8aef-b4b8-4ce2-9b62-fa8f0ef93f3b_u_small.jpg,images/18642036.jpg,,,b''
4094,18899701.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18899701,199000.0,USD,320000.0,,82.0,,82.0,60.0,,3.0,1.0,,Contrafrente,N,-34.593452,-58.40042,https://www.argenprop.com/static-content/10799881/d14da171-ce6e-4a8d-bd2e-8bae47de6e5c_u_small.jpg,images/18899701.jpg,,,b''
4095,18928201.0,https://www.argenprop.com/departamento-en-venta-en-parque-chas-1-ambiente--18928201,,,,,,,,,,,,,,,,,https://www.argenprop.com/static-content/10282981/09c3a4fb-8aea-4d12-b21f-c4cc1be5b830_u_small.jpg,images/18928201.jpg,,,b''
4096,18927987.0,https://www.argenprop.com/departamento-en-venta-en-parque-chas-1-ambiente--18927987,72000.0,USD,,,30.0,,30.0,,,1.0,1.0,,Contrafrente,,-34.58547,-58.47693,https://www.argenprop.com/static-content/78972981/c261f212-d1bd-47af-829c-ede14863d529_u_small.jpg,images/18927987.jpg,,,b''
4097,17137619.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-3-ambientes--17137619,110000.0,USD,120000.0,Departamento,70.0,5.0,75.0,50.0,,3.0,1.0,Bueno,Contrafrente,,-34.60072,-58.49535,https://www.argenprop.com/static-content/91673171/b62c2c9e-5908-4e9b-8421-50e38f34dfa4_u_small.jpg,images/17137619.jpg,,,b''
4098,18916097.0,https://www.argenprop.com/departamento-en-venta-en-palermo-4-ambientes--18916097,240000.0,USD,413000.0,,96.0,33.0,129.0,53.0,,4.0,2.0,,Frente,SE,-34.5738,-58.436977,https://www.argenprop.com/static-content/79061981/0415947a-ffbc-49be-83e3-0593470fa142_u_small.jpg,images/18916097.jpg,,,b''
4099,18928253.0,https://www.argenprop.com/departamento-en-venta-en-parque-chas-1-ambiente--18928253,74000.0,USD,,,30.0,,30.0,,,1.0,1.0,,Contrafrente,,-34.58547,-58.47693,https://www.argenprop.com/static-content/35282981/73b884d4-c7d1-48f1-a637-8ac275ebb0c0_u_small.jpg,images/18928253.jpg,,,b''
4100,18928250.0,https://www.argenprop.com/departamento-en-venta-en-nunez-3-ambientes--18928250,405000.0,USD,,,78.0,14.0,122.0,1.0,,3.0,2.0,Excelente,,,-34.55413,-58.46721,https://www.argenprop.com/static-content/05282981/b79f6af0-6754-4d02-a56b-1ae2bb0e871f_u_small.jpg,images/18928250.jpg,,,b''
4101,18928249.0,https://www.argenprop.com/ph-en-venta-en-coghlan-3-ambientes--18928249,115000.0,USD,,,67.0,,67.0,10.0,,3.0,,,Frente,SO,-34.56407,-58.46968,https://www.argenprop.com/static-content/94282981/42ce4d3a-b8ce-4c32-8c41-c77a51c10bb1_u_small.jpg,images/18928249.jpg,,,b''
4102,18548651.0,https://www.argenprop.com/departamento-en-venta-en-villa-santa-rita-3-ambientes--18548651,125000.0,USD,,Departamento,58.0,7.0,65.0,,,3.0,2.0,Muy Bueno,Frente,,-34.61046,-58.48024,https://proxy.sosiva451.com/proxy/A9E378906ED27B28120024031E8B024D8B16FCCD647AD4ED87C1FD8BEC8AC3193056F73FF1EA0DA60C130901F3538CDC98288C7221A0622049B872784C6E434BC856F4412D0F3D7D4BDDCE4D99DF9EFB8EA351E9F19E65A5C6BA687BF66D2CB4,images/18548651.jpg,,,b''
4103,18267748.0,https://www.argenprop.com/ph-en-venta-en-liniers-3-ambientes--18267748,120000.0,USD,,,55.0,,95.0,35.0,,3.0,,Muy Bueno,Interno,,-34.64301,-58.52725,https://proxy.sosiva451.com/proxy/576664D2AAA9810D0E71510C480E2F264190EEECAEC5531868F830E1582AFB134588CC84B2DDF34B289E95B1742D201E4E0F5FEE12AD48E52BFC66521EF62E3BC0FC92AFF5D0B804BF14943BFC7117E745C4CD488FF0C9E448EC06C26A18BC14,images/18267748.jpg,,,b''
4104,16407764.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-2-ambientes--16407764,145000.0,USD,,Departamento,46.0,3.0,49.0,,,2.0,1.0,Excelente,Frente,,-34.64016,-58.50946,https://proxy.sosiva451.com/proxy/340682EF3391525FE262B101554D5C011357DCE9A0BAB3FE307E53AE3B33247A7D128F653E7B67D7F3053D3FB7277FB3F423E7F6CF1128D4CDAF6D2FFECF0F22A0A85944317F2385407C5DC806F437D589E3CDCDE001C537255037DC050290BE,images/16407764.jpg,,,b''
4105,10922154.0,https://www.argenprop.com/departamento-en-venta-en-liniers-3-ambientes--10922154,185000.0,USD,,Departamento,80.0,,120.0,,,3.0,2.0,Muy Bueno,Frente,,-34.65203,-58.52671,https://proxy.sosiva451.com/proxy/80C07D12CCC2B2DB8687B5DC059B71F3EB8F42FB37B6DA2050AEE0D0515020A74C07E8A94315381253D9644C675C089FBD69758097C41FBB1D23DBEE3DD342A9A3D4E1EC0D383DF0A6D367D8EA34830ABB09E067BD2B656634E4FB014CE1A21B,images/10922154.jpg,,,b''
4106,18879669.0,https://www.argenprop.com/casa-en-venta-en-liniers-3-ambientes--18879669,500000.0,USD,,Casa,210.0,,210.0,,,3.0,2.0,Muy Bueno,,,-34.6552,-58.52269,https://proxy.sosiva451.com/proxy/205A4FC3CA88A1A5A727F8D1B7A41F361633D1B3FB7152F48096E18FD478E34C8FD3DABB11E5DA1B92FC2B6DF9BC37A3A50ED2C40D8A526FF4566D4EFCC0807DEB0A57881793F8685FB69AB6E013ADF101CCF66256E67A22C3AFCD15D76F4151,images/18879669.jpg,,,b''
4107,16498427.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-4-ambientes--16498427,300000.0,USD,,Departamento,93.0,12.0,105.0,,,4.0,3.0,Excelente,,SO,-34.64021,-58.50034,https://proxy.sosiva451.com/proxy/EDE981315A9CBC4F7ACECD884A7DBD60423B78D0C973A926570526C0F82E944678B50F9A23CE97824F20FDD56B0A0B89E5AC803251111B443178C0018D1A4BC9AD9C25D15C0E9C0E89524F15319B7316587B2AA370C01416188C988501CEF510,images/16498427.jpg,,,b''
4108,8319383.0,https://www.argenprop.com/ph-en-venta-en-liniers-3-ambientes--8319383,139999.0,USD,,,130.0,,230.0,27.0,,3.0,,Muy Bueno,Contrafrente,NO,-34.64678,-58.50943,https://proxy.sosiva451.com/proxy/41ACA1C60121B6299E3BC05BFB5C1BC0DB32C0D81B1DD9F87B7EF81F352A8854BE7A187BBB69EB5BC54DBA564ECDF24FE489DF86451D3B8346D7FC1FD9E3812E3089BEDFC3459B5D7EE492D0A687BC1AFE4521076F1AB0D7B21D36015448D319,images/8319383.jpg,,,b''
4109,15244522.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-4-ambientes--15244522,335000.0,USD,,Semipiso,90.0,17.0,107.0,,,4.0,2.0,Excelente,Contrafrente,E,-34.64402,-58.51113,https://proxy.sosiva451.com/proxy/DD8C90FF621FD4EE1761F177EE7C96466ECECBAFB56B1624CD6F7C68EDDD75E38BF1FE85872AC301CCE921862F474190BB56E6FC1777271016DAD187F162295F8750B1A53D26C8584BF0ADC843654F511E3CCCCE9608916F388DCD1F1496C395,images/15244522.jpg,,,b''
4110,18619030.0,https://www.argenprop.com/departamento-en-venta-en-once-3-ambientes--18619030,89000.0,USD,,Semipiso,87.0,,98.0,50.0,,3.0,1.0,A Refaccionar,Contrafrente,,-34.60405,-58.40083,https://proxy.sosiva451.com/proxy/991B0BE828FD6099C50A0C68E748916436E3FC98EB8CC8EF2BCD3C2B32B5A6060C6CCF8F5915905EBD93FE47633009657CC42F1D36FA311AB549A224D50BB1308222536514201D892C491244ABCC69A4F99C5DFD4051150BA54AE1946C9BB6A8,images/18619030.jpg,,,b''
4111,8421765.0,https://www.argenprop.com/departamento-en-venta-en-liniers-3-ambientes--8421765,100000.0,USD,14700.0,Departamento,60.0,,66.0,45.0,,3.0,1.0,Muy Bueno,Contrafrente,E,-34.64057,-58.52888,https://proxy.sosiva451.com/proxy/A23BD755E55A3793A11E03FFE79DEE18A2F5430C17DACA5D345D1848BEB37CDF54B579249DB34F4C5271582AEA008C42CDC3599F82FCC4800BFFA60294071E43AAD48F4AA654A3955B293444EFCDAC9C4B6B2EF098C26B4EED7D36658FFFFEB3,images/8421765.jpg,,,b''
4112,16863341.0,https://www.argenprop.com/departamento-en-venta-en-liniers-1-ambiente--16863341,72000.0,USD,,Departamento,44.0,1.0,43.0,,,1.0,1.0,Excelente,Frente,NO,-34.63894,-58.52121,https://proxy.sosiva451.com/proxy/EC83280F548B84C8AAA51B785FE76C8CAE1C80EA9765D01BD4030E65F0A208E46A2DA273CB75C698F32E8878172979D428D0A263B2BDCB9A128A78BA9A521A9FB342162B071787D7A9D2B868525297977D07186AE3DD591559A1B42F5B41E927,images/16863341.jpg,,,b''
4113,18435877.0,https://www.argenprop.com/ph-en-venta-en-liniers-4-ambientes--18435877,220000.0,USD,,,120.0,,135.0,40.0,,4.0,,Bueno,Frente,,-34.64027,-58.52887,https://proxy.sosiva451.com/proxy/E83BBC3F9B01C6F50DEFA2EF6EF8F8D8C7C2EEFE925899E3C728AA705B39DCBE84CD04BF4EA8CDCAC47F4D916E8A572FA57562925E743EEB253DC923D4C24A251D9F5FC5D1FC868F111A0C35CFAB16DFF787D13A452325E2EAF632670C838B39,images/18435877.jpg,,,b''
4114,8348621.0,https://www.argenprop.com/departamento-en-venta-en-liniers-4-ambientes--8348621,110000.0,USD,5800.0,Departamento,,,,40.0,,4.0,2.0,Muy Bueno,Frente,SO,-34.64033,-58.52811,https://proxy.sosiva451.com/proxy/6820ACA092A4BFDDACC91ACB805751AAF7C260C36B4F9412362FF01C2E227459EAB74E7A402C831566F17F71B1F0D76B59A4A9903E36BAC98DE893A59C2A97817D5A20BEF90A1C2F34C5F642651338E8B803BC4C30B432248F1076CC0673EF8D,images/8348621.jpg,,,b''
4115,16415669.0,https://www.argenprop.com/departamento-en-venta-en-congreso-2-ambientes--16415669,69000.0,USD,100000.0,Departamento,35.0,3.0,38.0,,,2.0,1.0,Excelente,Frente,NO,-34.61524,-58.39916,https://proxy.sosiva451.com/proxy/1C999C7C5ECC74EC1698CA2034207C92B23BF5F6ADDC7923CFD0124B5AB86C0840AF96938CECB941C974F07FE3308B342F3316CD61AB45A80E3C7E6BEC76CF0DE860951858BB6C37A05A0D6586CB5ACF01EDB0A339AE4969AA24717692F4E0FC,images/16415669.jpg,,,b''
4116,17836181.0,https://www.argenprop.com/departamento-en-venta-en-monserrat-2-ambientes--17836181,65000.0,USD,160000.0,Departamento,46.0,,46.0,,,2.0,1.0,Regular,Contrafrente,,-34.61036,-58.37335,https://proxy.sosiva451.com/proxy/380B961634E4F2B3DF31308024CA533A943DBA50FCDF7277774484DEB41D3C5E5448EE625B5900C77146C7C35FE2D009ABF536A516BFEFE57B0E922C15607C052AA1353ACDC30B95EF85C788A9B577543E9A9F6C8DC67809CA2B95C0E1799E93,images/17836181.jpg,,,b''
4117,18916848.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-3-ambientes--18916848,165000.0,USD,,Departamento,50.0,10.0,60.0,,,3.0,1.0,Excelente,Frente,N,-34.64016,-58.50946,https://proxy.sosiva451.com/proxy/14B63EA7BA4DEABB495F13891292EEDB72CF72C7099E02EC0ED4EDD3D4B3E6C30BCAB2B386CC23100CBA790C20CB571E3C68F57FF19B90F178A4BF2564018B3B2A0AC2A27CD531D346EB49872CC191A41DCCC7A7BE309FD2C8449AA32EB1C3A1,images/18916848.jpg,,,b''
4118,17475959.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--17475959,130000.0,USD,99000.0,Departamento,64.0,1.0,65.0,50.0,,4.0,1.0,Muy Bueno,Frente,NO,-34.60233,-58.40082,https://proxy.sosiva451.com/proxy/1EEDEE3C5CC22900357C3018B5C194F5A24882824B844CE7339EA7A732F9778629BA1A1C0237AF3280998C9D5F1F0F3F86E5C3906CCB3D7EEA950D98E7342D335B41014F3A7C44CD00B7B8F4C9F3C253D024B03B1853A1BA0B26BB3788E9A53A,images/17475959.jpg,,,b''
4119,15149661.0,https://www.argenprop.com/departamento-en-venta-en-congreso-3-ambientes--15149661,75000.0,USD,22000.0,Departamento,50.0,,50.0,80.0,,3.0,1.0,Regular,Frente,,-34.61746,-58.39787,https://proxy.sosiva451.com/proxy/E7CD60ED289A4EF854FCE35C0CA0AE2D5E11D178562480E50789EB85B9FA55DDC0E11C3BBCAAB6B386B060AB3DDF0355DF11EF7AFE62FBCCD5C2610E09E63A1F1C47148446B3A5903367854B0770866945263B05CF1244B7987D3404DEADE0AF,images/15149661.jpg,,,b''
4120,18401601.0,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--18401601,69000.0,USD,190000.0,Departamento,64.0,,67.0,70.0,,3.0,1.0,Regular,Frente,S,-34.61059,-58.40873,https://proxy.sosiva451.com/proxy/FB1A62E11D8708B4BA2C295F375F65D5AD4F634DAF60F22C80F647CCF7EB68B7782D730261CA4A9FFF9F1B512E74BB9B413EDF80E080245C5A2CC4C9BD4E0216AB6A94E91E63DB4BA229717DA236CCA14EE7B350D8C3F9038CD4106EF8938D70,images/18401601.jpg,,,b''
4121,18401656.0,https://www.argenprop.com/departamento-en-venta-en-monserrat-3-ambientes--18401656,69000.0,USD,190000.0,Departamento,64.0,,67.0,70.0,,3.0,1.0,Regular,Frente,S,-34.61059,-58.40873,https://proxy.sosiva451.com/proxy/FE3E88996FF9985AF11F25B860F2BB4284A16AAD28CF43062B09DED0A9E680815A43569256A354F4870EC947E0191469F60453EBDCADA36DF3E9A584D710F0AD488AC827F2839BDB87DE00C291EC0BEAD3BCF4D1D166438F425ABA409BE0E59D,images/18401656.jpg,,,b''
4122,18310975.0,https://www.argenprop.com/ph-en-venta-en-liniers-3-ambientes--18310975,90000.0,USD,,,55.0,18.0,74.0,60.0,,3.0,,Bueno,Contrafrente,SO,-34.6412,-58.52626,https://proxy.sosiva451.com/proxy/33F3215E8CB661EBF47782389FBD5F134BB27C66C9BB8BC0206A5B91027A4799E9DEBD2187B5293E6A341E2B0D7B182E9C177DA228AADD1201DCC1F2CD7599280B4AB6312AE3BD8D2CA300CFDDBE1BDB9FA96BEF84796F06328097B580C08AD1,images/18310975.jpg,,,b''
4123,18498458.0,https://www.argenprop.com/departamento-en-venta-en-villa-santa-rita-2-ambientes--18498458,98000.0,USD,,Departamento,46.0,7.0,53.0,,,2.0,1.0,Muy Bueno,Contrafrente,,-34.61074,-58.48018,https://proxy.sosiva451.com/proxy/E20305F59B2175B47E710FA8DD514335EF31ACFD387DBA8A06CBF457E0444D81E903603C40EEA9893300B5F98A05674868BE9DA61A11F2781EA928EBF19947A2F5CE152FCEDFA2211D0F0E65E1D86ED144B945DEFF08D5D8B9FC3057F6EBCEEC,images/18498458.jpg,,,b''
4124,16964409.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-4-ambientes--16964409,380000.0,USD,,Departamento,93.0,30.0,123.0,2.0,,4.0,2.0,Excelente,Frente,,-34.62399,-58.50323,https://proxy.sosiva451.com/proxy/1A18F1F5F7A6954CDCC5F75CC25E86B069619752B2FC2966274AD74787A44B6BB9F51300D81C5DF63067A80203A47034BA748BFA559B20294E7B9285C04789DDD962545D892D7C4BE6495686DE72BE28715AEF4EEE9C0D1A4E378531B68032FA,images/16964409.jpg,,,b''
