idx,id,url,precio,moneda,expensas,tipo_unidad,area_m2_cubierta,area_m2_descubierta,area_m2_total,antiguedad,estado_edificio,ambientes,banos,estado,disposicion,orientacion,latitud,longitud,image_url,imagen_path,valido_desde,valido_hasta,cocheras
491,17700137.0,https://www.argenprop.com/casa-en-venta-en-liniers-3-ambientes--17700137,119900.0,USD,,Casa,117.0,,151.0,99.0,,3.0,1.0,A Refaccionar,,E,-34.64895,-58.5266,https://proxy.sosiva451.com/proxy/C2216B8BC55EFFA33365775C38E84C339C746BEFD8D7B133BE5BA37F8C6FADA73D1DBC6219ED2CA3768A6DA7FA85F60194F288E33BD85E9349192FC1AEC2924578A5B6B3185F4DB17672E537F6FF0EC4F6F1D8EBFC0E87F1469AFB9E865BFA9A,images/17700137.jpg,,,b''
492,18877110.0,https://www.argenprop.com/departamento-en-venta-en-villa-riachuelo-3-ambientes--18877110,90000.0,USD,75000.0,Triplex,65.0,15.0,80.0,6.0,,3.0,1.0,Excelente,,,-34.67703,-58.45316,https://proxy.sosiva451.com/proxy/37731B81CC3C12FE56586E7002876C5D48620598A65AF5141F2BA66B8328B60C60C36D1EBEB30B132EF25608A96D799A84243A20C3FFF896C1053EFDD7B9CF014FB1F2CA767863F77F56B6D9CBEED28CE9F9FAA79C941039A4CBDAF5E80B6132B7BDE91E668B3B08A1377169AD1C9CD6DCAB1AE24F9FAB9418D6504E5553CBB10468CE70404E4873A36CBE0C7525E5A24C71BD973BF841081F9BD6573A15D7BA,images/18877110.jpg,,,b''
493,18877106.0,https://www.argenprop.com/departamento-en-venta-en-saavedra-1-ambiente--18877106,96000.0,USD,50000.0,,39.0,,39.0,1.0,,1.0,1.0,Excelente,Contrafrente,,-34.55261,-58.47964,https://proxy.sosiva451.com/proxy/E2EE83D0306F49AED1C68F3C9C6097D30F9AD44CBDE89BADEE171B6F6BDE2368633BCF22A55D7440E711338BF1E674186E111E420ED041B5891553EF27C01B555CDFA90F9224FA5E27059CC8E9D15670D0DD3541B7BA5342C3F227C2334783C124B6CE5847D75EEB5FABF4A6FD7DBC147BCECA8AFB84E904FC0C9BBD385A2E57BC5F07AB735053158055E783122BBCA56BAE7B9E743762BE639B6693914A5CAB,images/18877106.jpg,,,b''
494,17947003.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--17947003,67000.0,USD,,Departamento,33.0,3.0,36.0,,,1.0,1.0,Regular,Frente,,-34.59739,-58.41179,https://proxy.sosiva451.com/proxy/A884FEAFC404FF3B3A164412F0D130AFCEB5F867BA6B095278EE56E6447938FC7DF9CE5260D99C7334155D16E7476DB62EE557C4D309CA4D0BAB53F6A62F0706FF41E95AC115BBF757E33F207964AE5CDE95A9E29CAF5954DF4B142D62E8681B,images/17947003.jpg,,,b''
495,18871323.0,https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--18871323,80000.0,USD,,Departamento,40.0,,40.0,,,3.0,1.0,Bueno,,,-34.6194,-58.46152,https://proxy.sosiva451.com/proxy/F604D3CFC936F92BB8ED9A45179A5009A0A900F4E9E12090165B36D85DA49DCF93FC3EAD50A9729DE682BEDBC0D094C00FE927ABBAECB8425258C9A4C03789C1DE1ED8A605D19E562C7ADFFDA04093F0F92AA59F20FAD6B54341C9D81730F0CB,images/18871323.jpg,,,b''
496,18622120.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18622120,145000.0,USD,215000.0,Departamento,58.0,,58.0,50.0,,3.0,1.0,Excelente,Frente,SE,-34.59705,-58.39793,https://proxy.sosiva451.com/proxy/EE8BB1EAA7FC78C4757725814D246203F826132875C0B5C00102FB4498D923CAEE8E638F9E6B5290246EAC19E1E695CA7D811F5103E6A5C360FF8379288CE9E7FEC8BB4B8AE66F060E9E49E226824B90C3635BFFC0953A3E4CEB789680446F98,images/18622120.jpg,,,b''
497,18655915.0,https://www.argenprop.com/departamento-en-venta-en-monserrat-2-ambientes--18655915,49000.0,USD,132000.0,Departamento,39.0,,39.0,50.0,,2.0,1.0,Muy Bueno,Interno,NO,-34.60977,-58.3764,https://proxy.sosiva451.com/proxy/14A8130B89034ED0C3C66E5FF761036911EA7438EED72BE8C25934EBB2A42E3B298D00F848FADB32CDBD49C4D7AEF804C54A039180FDC14B12D8050629E5AF983EA9942E1980A7E71C464350E3D5C9621D1324F7107669567A0B3282E9473B78,images/18655915.jpg,,,b''
498,18877093.0,https://www.argenprop.com/departamento-en-venta-en-nunez-4-ambientes--18877093,380000.0,USD,374600.0,Piso,118.0,7.0,128.0,19.0,,2.0,2.0,Excelente,Frente,,-34.5407,-58.46473,https://proxy.sosiva451.com/proxy/2F67F9E8CB6FE538E5AB14A525D707F77F0EDE9FD1AAFE4C53AD79DBE08E31E0EC8816D794BC2ABA3C7A2FBB82F616909F901B60845063A7F44101C62CA469AB75C4956F28177A6352AEBE3A2AF3BE5A215199BB0483192BD0A59E64C4ECB70663A7C5838833B8A5E05C09559D2E6839FB5DC0A5D2BD3B4A2CF646837078E55E1F0D81A8027CC1E8E0BCFE5D0FA5284321734A0E4EABA3EDC6C7D5989CBF61CE,images/18877093.jpg,,,b''
499,17773851.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--17773851,189000.0,USD,340000.0,Departamento,85.0,,85.0,50.0,,4.0,2.0,Muy Bueno,Interno,,-34.58483,-58.39634,https://proxy.sosiva451.com/proxy/5A69473A859BE59A33430EB1E12845D65DA0EAA88ED11A9D6CA595BCE304824733299F7EBF67D2BE8C22129A2C7A38AED65AC8DC42BF253BB897684A3E140F014DB7EB22EA765BC2958AAE88E18FBF44A89DC5F50AEBA5DA19457ADA46A6C2A9,images/17773851.jpg,,,b''
500,15221595.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--15221595,70000.0,USD,24000.0,Departamento,35.0,,38.0,5.0,,2.0,1.0,Excelente,Contrafrente,N,-34.62529,-58.39115,https://proxy.sosiva451.com/proxy/A6269EE7072F74679E7D9FF62EF2B5F7CE7328DE52772550E1008186564E7895DDF32513743340E05A61EA512B7ACE76AEA594082690D4DA295B8F41C2E12AD5460E3F58CC66D4210E120DB09754DC63E99E7B706D1E715D5D7D8CD561B8C5AD,images/15221595.jpg,,,b''
501,18877091.0,https://www.argenprop.com/departamento-en-venta-en-floresta-2-ambientes--18877091,70000.0,USD,120000.0,,40.0,5.0,45.0,19.0,,2.0,1.0,Muy Bueno,,,-34.63796,-58.484,https://proxy.sosiva451.com/proxy/FEAAA25420A04FB7E35BF25E062572DF8546462DF4F5A806C00E2E860701AB4FD534FAFFB9F15108E736CA360AD50C1B96680409541C50E9D39F84011E6EBF904DA205B44CF3427E544EF580755782B791359B96B6FAF5FEA2EF40689DE7A3781ACDC46B25A80D2C246748AD57BF4E94BDA6BD4F55463A402D97A543764E14F84940ECC6DF090EACF3E12F4BD8627F3754825112D80177EC846CE1ACC581F5AB,images/18877091.jpg,,,b''
502,18589956.0,https://www.argenprop.com/departamento-en-venta-en-retiro-1-ambiente--18589956,55000.0,USD,150000.0,Departamento,27.0,,27.0,50.0,,1.0,1.0,Bueno,Contrafrente,NE,-34.59667,-58.37983,https://proxy.sosiva451.com/proxy/0B08893B892A2BB94C67E048858FDCCF336D1ECE107D6BF3D242FF850C373F92651DECA382D87CEC1ACF4C01A762907A587ADC8867F17C0A3F418A7EEE002202F561E0158B82408EB6F9022190643D66686914EFF3E3E85951F73192E61E5F19,images/18589956.jpg,,,b''
503,6021504.0,https://www.argenprop.com/departamento-en-venta-en-congreso-4-ambientes--6021504,240000.0,USD,32000.0,Departamento,125.0,,126.0,80.0,,4.0,2.0,Regular,Frente,N,-34.61088,-58.39284,https://proxy.sosiva451.com/proxy/56ACADDA16042A1CA8EBB2F2C6E73B9825E4A57E3B62BC937BEA01B8AF461432D6E79A29187D58A8FDA4EFD94F7CE8C024E2677DC6C62C0699055DC93AA79B4367F4944463568F785BBDE38872E03CE7815705A7C6F2E0ADAADDE0A9B0B6C608,images/6021504.jpg,,,b''
504,18877088.0,https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--18877088,80000.0,USD,105000.0,,38.0,,40.0,46.0,,2.0,1.0,,,,-34.61325,-58.42467,https://proxy.sosiva451.com/proxy/EC4EAE0260D22C1DA2BCFCF3D85B29A4EDCE07C9E449E43CFF9AA8D99127EA64FC67C040F8BFEA8ABA6B78629CC973255723C435EE40C88E93265427183846A854A45A446990D61CE33D16D4AD037CCF3003382D66156E50123CF83C0AF2A4CF315EF0C779491FD0DC79F859500E1E1E7813D518690A73521AC41B6BF01E97AA504808AE38831269112BB029DBC90B6004B87489F326C2232697DC02EC1E0524,images/18877088.jpg,,,b''
505,17596341.0,https://www.argenprop.com/departamento-en-venta-en-chacarita-3-ambientes--17596341,132000.0,USD,151000.0,Departamento,66.0,,66.0,80.0,,3.0,1.0,Muy Bueno,Lateral,NO,-34.58403,-58.45303,https://proxy.sosiva451.com/proxy/6F435CBACD1696FB82D477068EF538C483101BAEAC8EF9EA79C42825AAA416221881C300730E540392C2ADD8D37B05E49E57D34D557C0B770342F4D6DE39F87985786CE3760F3298EC1A465D92310E127C5496321CBDB0C425F44CFE5B4C0B3B,images/17596341.jpg,,,b''
506,17993299.0,https://www.argenprop.com/ph-en-venta-en-villa-devoto-3-ambientes--17993299,65000.0,USD,,,74.0,,74.0,50.0,,3.0,,Regular,Interno,,-34.61139,-58.50604,https://proxy.sosiva451.com/proxy/5490352AE9FB6D272E62EA549C1DF50C37EA364B17E5DA033F092E3B523ABD6351D906A848C59D22CB7EC6317E811167B8FB132D60CA2973153C6B263D41696F685587CD93FD57F2B70C4F44F89555BA42A9008C03323AA176205F44CD0E021E,images/17993299.jpg,,,b''
507,18877078.0,https://www.argenprop.com/departamento-en-venta-en-parque-patricios-4-ambientes--18877078,105000.0,USD,110000.0,,56.0,4.0,61.0,42.0,,4.0,1.0,Muy Bueno,,,-34.63729,-58.40382,https://proxy.sosiva451.com/proxy/ADA554162520ACA0FE75F96821D0A60D6B177543343DC3F26E5F378BF6470927911EF11D0487C265E181006A84A0F8CF339C37190511637CAF5FB7D8B035808E6F0B0408AAC0D4291A3199BCE1F1A493B65584DCAF377A67DECF18E0897976A3C047DA55F21B1AC62CDD01A15E56BF8D868583832DC715761E44AB5B294EF201A0798589D7D4A6FFC7CE74B00061CCAFD3C174F32A8CF0F316D5AAC2A3813DAD,images/18877078.jpg,,,b''
508,18877076.0,https://www.argenprop.com/ph-en-venta-en-villa-urquiza-2-ambientes--18877076,185000.0,USD,,,65.0,62.0,128.0,51.0,,2.0,,Muy Bueno,,,-34.56266,-58.49014,https://proxy.sosiva451.com/proxy/998AABBFF86B4F764648A084C376E52B6FAAEF1A611A6A125E221122FA9793228BCA5F0A1543A6C64FEF3887D485E68DEB3E1EA13A8EC2DA17A5E9CB20FBF09552B3189C8FDC807825F2677F2A1A45FF4C6C5E02F42E7AF28353BB1B60E21B443AACB263DA8BA5EDC80FA11ED4FBCA46289ED60536FFE834352EA880EE7D6E7CB357E25A2C042315651F7A452CC12E66FE08D422B612CA63BB81A016ADDA9DEB,images/18877076.jpg,,,b''
509,18877150.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18877150,175000.0,USD,238000.0,,70.0,,70.0,76.0,,3.0,1.0,Excelente,,N,-34.61673,-58.4371,https://proxy.sosiva451.com/proxy/1A91181CF56853292026AF2469C6D8957008B12AA65D4B65C3C87AA87274AC449C466CEF52699B8FB10D5646D9A610777B2139EF577B08FBD5D03FE038548CDB32CF4F7DA1050D52C9F6E23E9799DC627F783E5B827C5C92FB3384F680D161B296743376C579917214C5C959B39937E1EB4CF376532D03779A4D548F1BE673CB39F2755185277A877B1D2126DE40D2A10BCCE5166D432FB7E9E012091C28D2A0,images/18877150.jpg,,,b''
510,17913705.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--17913705,125000.0,USD,140000.0,Duplex,58.0,,63.0,10.0,,2.0,2.0,Excelente,Frente,,-34.59742,-58.49612,https://proxy.sosiva451.com/proxy/8B739E4F0B55577A08F859AAA8B69614FF99E94F37BCCB2A37552ECA65BFD639FBCCC8F5611600E5AC02DD718091FC9ECD47C54BCC87820B642B56C7790A98A17395F26B141DC1BF760D26E3F11436CCC9E6DB4E2A2F66B63FF949A2CE5D6FA1,images/17913705.jpg,,,b''
511,10798547.0,https://www.argenprop.com/casa-en-venta-en-mataderos-12-ambientes--10798547,1100000.0,USD,,Casa,1.0,,670.0,,,12.0,9.0,,,,-34.66077,-58.51913,https://proxy.sosiva451.com/proxy/C4E011CC9651ABC8CA747BA26A1878567F0F20F9F93B91E5B76F788F39CA857BD421D6FA4F57253AA344475AE7A69966C3DD3DC3644B299F0B7C46FCE1532B342096A3A45C56ED43C4217A227F13F890B28AB076F2B04838774B20176B465C97,images/10798547.jpg,,,b''
512,12114904.0,https://www.argenprop.com/departamento-en-venta-en-congreso-3-ambientes--12114904,130000.0,USD,12500.0,Departamento,87.0,4.0,91.0,,,3.0,2.0,Muy Bueno,Frente,E,-34.60999,-58.3915,https://proxy.sosiva451.com/proxy/6ECC3736A37EC3EFD5D338E425F239ADC5DE5ED73E4ABB8905940D6A6CF9E24CCED6E698B2305F9F1165F89D162469216791F290E8C56069D494A4EC7379EF1F74A0C1BD70D36048973B36D0784138554F69CE17596EB8ABBC45618213EAECF5,images/12114904.jpg,,,b''
513,16375210.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--16375210,86000.0,USD,100000.0,Departamento,38.0,8.0,46.0,5.0,,2.0,1.0,Muy Bueno,Contrafrente,,-34.60825,-58.48167,https://proxy.sosiva451.com/proxy/5985FC393304291B498DECD2EBA2F0712CB8DE7A237EBCDCD339DBCC9EA0A9E1242DC34AF2E785F9E8649271AEE94B2FA25D79050A38EF2D9018C2125BA40F4E6F54B201C87B82469B83F2B8C8E35983F762133640C2A40AB7B9619A49EE1172,images/16375210.jpg,,,b''
514,9029381.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-1-ambiente--9029381,95000.0,USD,2600.0,Departamento,32.0,,35.0,5.0,,1.0,,,Contrafrente,,-34.62942,-58.49765,https://proxy.sosiva451.com/proxy/843E12706CDAF115C4ADD17AA75F7F189CA181ED583E5F279EBA3A9F3EC56F450EFFC6F40D42297A8760AFE21B140A9D6170C9EDFC28DA62E084A80B0A04D165AE81421FE0F18F19B66C4C7C18C2D830EC3960D7CC970C531FB5D2C61E7E11F2,images/9029381.jpg,,,b''
515,18021727.0,https://www.argenprop.com/departamento-en-venta-en-villa-santa-rita-2-ambientes--18021727,65000.0,USD,90000.0,Departamento,38.0,,38.0,40.0,,2.0,1.0,Bueno,Lateral,,-34.62057,-58.47474,https://proxy.sosiva451.com/proxy/FBA8AFEA6CCBA1275A769F1460817544009F2C7DC13F0B7AB2F53B238C2350D270B67ADCD06290609164B547F3981F1A8F07CAF2451B4A943CCAEF0468F925A1A135622F74B73A8C3C4696EF3388A5E1AC39E6FAEF1A9FA4E6440641D135080F,images/18021727.jpg,,,b''
516,11348988.0,https://www.argenprop.com/departamento-en-venta-en-congreso-5-ambientes--11348988,350000.0,USD,28000.0,Semipiso,220.0,,226.0,90.0,,5.0,3.0,Excelente,Frente,,-34.61264,-58.39026,https://proxy.sosiva451.com/proxy/690AA2A4904A6CB7B1425EC5DF1C81B2D826665A9BD1BD3114C617CDF013277F9A41CCCFD922FA3929A212ACF9DEFA97CA4064E11F3A90D4795C536B43559DA18CD47F19DA510E7C17EDFF774859EFD0392C47C90CBDCE96E95D75D667FE8BF2,images/11348988.jpg,,,b''
517,11513502.0,https://www.argenprop.com/ph-en-venta-en-villa-del-parque-3-ambientes--11513502,139000.0,USD,,,93.0,57.0,150.0,40.0,,3.0,,Regular,Frente,S,-34.60736,-58.48394,https://proxy.sosiva451.com/proxy/EF59ED169D8AD007FB4A5F2D3F28A6863BDD686CFE92224C5C04DC53DECF5363538BAA652E620CFF1EA6C39835F8117C4E19FBE21D5191EADA8726C03C8594753ECFE21B99B57B8CCFBEFDBED8BE15366933557225B5473245D6044BD2277887,images/11513502.jpg,,,b''
518,18338339.0,https://www.argenprop.com/departamento-en-venta-en-congreso-2-ambientes--18338339,69000.0,USD,150000.0,Departamento,41.0,,41.0,40.0,,2.0,1.0,Muy Bueno,Contrafrente,E,-34.61132,-58.39025,https://proxy.sosiva451.com/proxy/D8F625497D692129A566B2B553E8DFE0CE498B8812CB7C655DC7741831C3C174EBAA83D2811128D83F97B86156985EE211C8C549393623C3F8C3B7F32234D7A75F098BCE6D8026BCD47BE8BD88C4C415569AE0B9D9805B3D17B5B9409F47C7E7,images/18338339.jpg,,,b''
519,7936531.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--7936531,98000.0,USD,3300.0,Departamento,38.0,,42.0,10.0,,2.0,,Muy Bueno,,,-34.61537,-58.47566,https://proxy.sosiva451.com/proxy/3F76ACAA78544BD93BE371E32E977C4498B124945302ACB6049EE191D9ED7C451C2E8C3198FAE934223E3DDEA02D8C4CEE632AEE9383FE6AD06C6795D42F64A9EC1780AD82596B022230C4A8ED5E7AD3D236E6C4DC113E6D64D5382138F48B9F,images/7936531.jpg,,,b''
520,8362645.0,https://www.argenprop.com/casa-en-venta-en-mataderos-4-ambientes--8362645,360000.0,USD,,Casa,380.0,,430.0,,,4.0,3.0,Muy Bueno,,,-34.6606,-58.51922,https://proxy.sosiva451.com/proxy/DC44E0837CCFC4F261496E00EA4CDD624815C46A38532376F4F41A2F4833761B2CBC97CFCDCDB68770F44F6AFABEF33E9799CCD6706E5B404BBBFF272EC8E05CB97EF84C81DBF94A8EAB53D0ACE8AD5792D52BD0049A34AD0C5DB43FD27DB2A9,images/8362645.jpg,,,b''
521,18658386.0,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--18658386,69000.0,USD,95000.0,Departamento,35.0,,35.0,45.0,,2.0,1.0,Muy Bueno,Lateral,,-34.60737,-58.47725,https://proxy.sosiva451.com/proxy/67A211835E5CE6AE5B62B85341751FDC884D66290A69EAEA04F204C6A33F81A4E2A0B3E10691F0B6B81D7EE8425261C1EDBC33CFB1A3DBAAF995564DE0C5DAFA9C5851163BC782C56954876ED7C77265F922AE18E47892F3BD471B97E53E27B9,images/18658386.jpg,,,b''
522,12690544.0,https://www.argenprop.com/departamento-en-venta-en-congreso-1-ambiente--12690544,56000.0,USD,140000.0,Departamento,24.0,,27.0,40.0,,1.0,1.0,Excelente,Frente,E,-34.6133,-58.39038,https://proxy.sosiva451.com/proxy/EA804A6FA2F7885C57FCD4133FDEE9C4D541E822AD26F521A7FBBCBCF37A1844145D04D7F6C3D0B3D9DB0B25D0E9A09D629B064DA2C3BB0D61DC94A3A466B441962409D02AF437D7CEEB128CE88EED1B14FFA4F186CF685C392D05DC16E3AB17,images/12690544.jpg,,,b''
523,11422000.0,https://www.argenprop.com/departamento-en-venta-en-congreso-4-ambientes--11422000,260000.0,USD,30500.0,Semipiso,192.0,,190.0,80.0,,4.0,2.0,Excelente,Frente,N,-34.61264,-58.39026,https://proxy.sosiva451.com/proxy/963C63FC646A9F71DC6A0D74DDE2FFC61FCE55F1F7626383FEE5F01091D5B54738EC02A6BD818B52D4891BB64F035AE1A9D532334F5CAA389A7312FEDC823555C67CA3704F6010383224299340F2BD1F74EFDCF6FA8BC76437A8AD38D9F22FD3,images/11422000.jpg,,,b''
524,16744079.0,https://www.argenprop.com/departamento-en-venta-en-congreso-3-ambientes--16744079,86000.0,USD,89000.0,Departamento,51.0,,62.0,,,3.0,1.0,Bueno,Frente,N,-34.61259,-58.3889,https://proxy.sosiva451.com/proxy/8778BDAF09790163250F007CB4AF45AB4A601144E7E615C75C49C45719368F340E761239F44C4FF98E4EC4047E99C9BCA8760E0838F8C9367C92D4B51FF6158C1AFDFB8BD9A8D39480F261339B848D86B459F64B5F474CFBE2FA8B67F21506EA,images/16744079.jpg,,,b''
525,18276778.0,https://www.argenprop.com/departamento-en-venta-en-san-telmo-2-ambientes--18276778,89000.0,USD,80000.0,Departamento,40.0,,43.0,11.0,,2.0,1.0,Muy Bueno,Frente,,-34.62421,-58.37304,https://proxy.sosiva451.com/proxy/3C30A5443855274343AC1F8F749A472448286C076B09B49078909945004E5CE76AECE3067B18FE377CBD9D474F928E8A338F3699C78BEF6426B43EDFE6F63A7636FF50B9615B28BCEF66FC41615D99C4BE3FC076A3F05D3159FE653331F73983,images/18276778.jpg,,,b''
526,18206676.0,https://www.argenprop.com/departamento-en-venta-en-monserrat-3-ambientes--18206676,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/1E3EE0F93BDD40CA5AEBB8A101AB03F2EEB19CB43F8CAB6394D4406BF4BF3A9DFC7D4CE1BD4CAD018B92BD3A1C2A629EAF38639AA900CA0CDB20D52CA59A22760C18E40F14EB73C095EF7BE12C2F36EBB8D59595F67C539180785372A78F91AA,images/18206676.jpg,,,b''
527,18835595.0,https://www.argenprop.com/departamento-en-venta-en-congreso-2-ambientes--18835595,75000.0,USD,130000.0,Departamento,39.0,,44.0,40.0,,2.0,1.0,Muy Bueno,Frente,NO,-34.60859,-58.39252,https://proxy.sosiva451.com/proxy/739977C57FA2167DA44CCE3181BCD653A966F582E6726338F13346DDAF969C1F5CF35B025B900080C542E2581139C56FB9611DC7AB7A4AF81C816ACC32CECB197DC2FB57AEDC068F197F397303989309459EF42297C42DF9B84B41C89AF494D5,images/18835595.jpg,,,b''
528,17397678.0,https://www.argenprop.com/departamento-en-venta-en-flores-norte-3-ambientes--17397678,89000.0,USD,140000.0,Departamento,64.0,,72.0,,,3.0,1.0,Bueno,Frente,NO,-34.61758,-58.47672,https://proxy.sosiva451.com/proxy/CA7B4536A4A83132EF2B2806EF797F9E33B52FF3D1B7BD4C431D4E674C912616E3F8336ED7132B9E7507EAB849C1FEA74DB59A12FA9E4DCDB2564511B2908DED1A622E545B8FD447C4FB29008EE63BB1D4D627C37F45E4BFDD2FCD336B529BC0,images/17397678.jpg,,,b''
529,17434816.0,https://www.argenprop.com/departamento-en-venta-en-congreso-3-ambientes--17434816,69900.0,USD,110000.0,Departamento,54.0,,54.0,45.0,,3.0,1.0,Bueno,Contrafrente,SO,-34.60964,-58.39751,https://proxy.sosiva451.com/proxy/AB0485E4147E2234DCEF863DB7421175D93E2DEC098EB6BB736B3C6EA61F833AEF024E897CEFCEFCF0D009833F957E3EF81D6999330B815918023C5ACA46B9DD72AC2EA1EFBBAECD86B55649D09C1E729D2B9DC6257DCD4573DDF3C6753E60C0,images/17434816.jpg,,,b''
530,18420655.0,https://www.argenprop.com/departamento-en-venta-en-congreso-3-ambientes--18420655,58000.0,USD,71000.0,Departamento,42.0,,42.0,50.0,,3.0,1.0,Muy Bueno,Interno,,-34.61148,-58.39052,https://proxy.sosiva451.com/proxy/E82AA0EA5FF3FAE81F1EF55E3B7415B67FDECC80D2E78FC29FE7E0C03AFB3367C20CB70000F1C0233340C68677DB01E39BF919D95367CC68B526F106A6E64F2B3933796E18EF772CE32371090E8ADBD28C54E2B0DA64DB9F1B5C9809589C8955,images/18420655.jpg,,,b''
531,16002824.0,https://www.argenprop.com/casa-en-venta-en-constitucion-4-ambientes--16002824,149000.0,USD,,Casa,163.0,,198.0,45.0,,4.0,2.0,Regular,,N,-34.62742,-58.38979,https://proxy.sosiva451.com/proxy/7277146D04E518B77B5FE4569FE1B5C22DADA8E5E632A8B4DDBFDD2A01DDD80A2FAA2348FD4F0E885418D8FCF686179CF287E9ACF58D3C84F1A5FFD6E66B1A4FB51F14C8AE294C283E81E1C8DF09C9D181D7FBDE5FC50757A83F710F7CC5B1B4,images/16002824.jpg,,,b''
532,18112428.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-4-ambientes--18112428,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/ECB19A6C58A1079B9779FF2180E9F12BB1F5FAE9D448FA3AD7291F7A878507539181C40A9EB4AB0119680A5416A2B18D10A907E77525EC5EA350C73BC8B7DABE1C0DB91C5AD02E5B241A94B620EC79AE56E01E03A4131FC8B53224266F0848C0,images/18112428.jpg,,,b''
533,16332280.0,https://www.argenprop.com/ph-en-venta-en-villa-del-parque-3-ambientes--16332280,159000.0,USD,,,80.0,80.0,160.0,60.0,,3.0,,Excelente,Frente,,-34.60781,-58.48046,https://proxy.sosiva451.com/proxy/0D1756F6113B6DBABCDA42742FCE69A883A5692EAFC7EBF85EC00DA318E9FB30F8E12B7DFEB0662701F6978D339B30E5FD1D89B04F85859C2D6F591F3B3BC9A5441E3467D8F054301A370D4B0F814CC4D3A53A1526CDBF752EE8DAA44CFC164E,images/16332280.jpg,,,b''
534,18260714.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-4-ambientes--18260714,175000.0,USD,,Departamento,71.0,4.0,75.0,35.0,,4.0,2.0,Muy Bueno,Contrafrente,,-34.59484,-58.44741,https://proxy.sosiva451.com/proxy/104487F0407AE285AC7621A79883573BD6297F8F8F7F2B5E34504040A8DD11D01BBA12E944AD42BDB029F1DB317D06CE19932AA3105361D6DA25B8AD94C2E0A94FE564C8E17CC00041B72C8891AB183B70A357C1B3DF1279AECE641BB5A1050B,images/18260714.jpg,,,b''
535,16555980.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--16555980,,,,,,,,,,,,,,,,,https://proxy.sosiva451.com/proxy/9B7339BF1724230A4AE34D78F25B46756A594AE2BB0C7744F381B7B548AE498532A7F0AF4CA45DFB75062A63864119C96807B979DFA63925998EADA764126F2AF2164B1560263978E0546D17265C895DDE4DA2A27051E09FCCDF8B58FF52ED42,images/16555980.jpg,,,b''
536,17927599.0,https://www.argenprop.com/ph-en-venta-en-pompeya-4-ambientes--17927599,175000.0,USD,,,92.0,39.0,131.0,29.0,,4.0,,Muy Bueno,Frente,E,-34.64236,-58.41924,https://proxy.sosiva451.com/proxy/54B7730BCA107773E3BB2B9C5F1BD4786C20662EDAEE57C7AB214F4D21BEF77B7957412CAD7667A0AE6E5E55ADAB446B65E3F45D564F0A7C138EE28640C682650F5C1D2D079C99485B68D7B95922ABE0F7D6BC72AD1BB9211F4929E506435730,images/17927599.jpg,,,b''
537,15744259.0,https://www.argenprop.com/departamento-en-venta-en-velez-sarsfield-2-ambientes--15744259,66000.0,USD,75000.0,Departamento,35.0,5.0,40.0,,,2.0,1.0,Muy Bueno,Frente,,-34.63795,-58.48881,https://proxy.sosiva451.com/proxy/11C9D28E9C955FB1A43D5FFBF9DA4E1DFFF8776871E8E623E97A430E734B2619001B857B793D76F0BC6E500AEE0FF77FE81CBCE4005EC6DD58B3CECD830CC4F7FCF732CCA3108A3265ED8EE22728BCBF0CF1325B7ACC6D3509E46643FBBE0282,images/15744259.jpg,,,b''
538,18517204.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--18517204,155250.0,USD,,Departamento,54.0,,58.0,,,2.0,2.0,,Frente,,-34.62783,-58.43353,https://proxy.sosiva451.com/proxy/9A55615E1528C3A1049950CBE1E298BA377A77581D0BBF6DA1FB78347B16E637ECE351C343A5F690E1C2E2060249632FF2AE981C4515EC5BB70E5D2F67315D73F673175A2E1956E40F204DE93E7A6F131100E8C597ABAFE40E11B5BB8705E778,images/18517204.jpg,,,b''
